account_uid,total_sent,total_received,txn_count_sent,txn_count_received,unique_receivers,unique_senders,avg_sent_amount,avg_received_amount,max_sent_amount,max_received_amount,txn_per_active_day,in_degree,out_degree,degree_centrality,pagerank,in_cycle,community_size,is_fraud
ACC02898,108632.63,17512.88,16,7,16,7,6789.54,2501.84,42911.93,5518.91,1.0455,7,16,0.004601,6.259e-05,1,990,0
ACC02899,68674.54,30409.04,11,11,11,11,6243.14,2764.46,13047.15,5153.1,1.0,11,11,0.004401,9.658e-05,1,498,0
ACC02900,110719.18,50525.33,18,18,18,18,6151.07,2806.96,30416.0,11215.11,1.0588,18,18,0.007201,0.00013331,1,664,1
ACC02901,110917.75,52046.41,26,10,26,10,4266.07,5204.64,15398.63,18582.84,1.0,10,26,0.007201,0.00013776,0,498,0
ACC02902,33939.62,91619.22,10,15,10,15,3393.96,6107.95,15009.27,18210.05,1.0417,15,10,0.005001,0.00023478,0,664,0
ACC02903,84249.18,69215.18,17,18,16,18,4955.83,3845.29,12917.47,16879.97,1.0294,18,16,0.006801,0.00021201,1,500,0
ACC02904,149755.26,99564.04,18,18,18,18,8319.74,5531.34,44654.4,45584.7,1.0588,18,18,0.007201,0.00022088,1,255,1
ACC02905,89792.92,63108.88,13,19,13,19,6907.15,3321.52,57022.24,10432.12,1.0667,19,13,0.006401,0.0001139,0,498,0
ACC02906,91327.84,49088.97,12,13,12,13,7610.65,3776.07,17746.06,16720.96,1.0417,13,12,0.005001,0.00010838,1,675,0
ACC02907,108808.37,67931.32,23,16,23,16,4730.8,4245.71,24103.85,17988.3,1.0,16,23,0.007802,0.00020377,0,498,0
ACC02908,97365.51,96527.69,18,17,18,17,5409.19,5678.1,27605.52,25218.2,1.0,17,18,0.007001,0.00020028,1,920,0
ACC02909,71573.58,110480.02,15,13,15,13,4771.57,8498.46,17594.09,31837.29,1.037,13,15,0.005601,0.00014749,1,664,0
ACC02910,54082.67,1154283.67,15,29,15,19,3605.51,39802.89,9775.06,98813.0,1.3333,19,15,0.006801,0.00032855,1,675,1
ACC02911,78423.45,82469.08,18,15,18,15,4356.86,5497.94,16832.06,28124.79,1.0,15,18,0.006601,0.000176,1,500,0
ACC02912,54482.07,87232.05,15,18,15,18,3632.14,4846.23,9558.22,20168.84,1.0645,18,15,0.006601,0.00021472,1,498,0
ACC02913,137768.06,76081.33,19,20,19,20,7250.95,3804.07,69200.0,11626.88,1.0541,20,19,0.007802,0.00014807,1,498,1
ACC02914,56679.65,69864.75,15,11,15,11,3778.64,6351.34,9725.21,34991.97,1.0,11,15,0.005201,0.00014565,1,500,0
ACC02915,228608.6,56973.56,19,14,19,14,12032.03,4069.54,87412.0,28194.24,1.0312,14,19,0.006601,0.00010503,1,990,1
ACC02916,40086.87,34910.19,13,11,13,11,3083.61,3173.65,5801.8,5875.76,1.0435,11,13,0.004801,8.51e-05,0,498,0
ACC02917,81411.33,52278.5,13,15,13,15,6262.41,3485.23,22975.37,10594.29,1.0769,15,13,0.005601,0.00013862,0,920,0
ACC02918,73775.7,131968.05,19,16,19,16,3882.93,8248.0,13992.87,42721.0,1.0938,16,19,0.007001,0.0001829,0,675,1
ACC02919,61062.34,63361.67,14,16,14,16,4361.6,3960.1,19303.33,10724.72,1.0714,16,14,0.006001,0.00015115,1,920,0
ACC02920,75896.09,87763.88,14,15,14,15,5421.15,5850.93,27597.75,17888.48,1.0357,15,14,0.005801,0.00020819,0,498,0
ACC02921,657750.95,1257730.43,29,33,24,22,22681.07,38113.04,98587.0,98856.0,1.3478,22,24,0.009202,0.0003777,1,920,1
ACC02922,94876.7,36160.09,9,8,9,8,10541.86,4520.01,41131.0,10084.88,1.0,8,9,0.003401,0.00017061,0,990,1
ACC02923,47286.81,139588.85,15,18,15,18,3152.45,7754.94,12195.48,35098.98,1.0,18,15,0.006601,0.0002575,1,498,0
ACC02924,133269.35,107945.83,16,14,16,14,8329.33,7710.42,40050.88,38001.57,1.0,14,16,0.006001,0.00027052,0,664,0
ACC02925,46170.29,139335.56,12,21,12,21,3847.52,6635.03,16443.52,28153.36,1.0,21,12,0.006601,0.00027657,0,675,0
ACC02926,57987.83,114490.12,17,22,17,22,3411.05,5204.1,12954.69,13413.18,1.0541,22,17,0.007802,0.00025032,1,990,0
ACC02927,172497.23,713227.71,20,18,20,12,8624.86,39623.76,65735.0,98765.0,1.2258,12,20,0.006401,0.00021638,1,664,1
ACC02928,153449.1,69604.69,20,18,20,18,7672.45,3866.93,43771.0,9344.29,1.1176,18,20,0.007602,0.00015069,1,500,1
ACC02929,70649.11,126972.96,16,17,16,16,4415.57,7469.0,9486.21,59506.0,1.0312,16,16,0.006401,0.00017621,0,675,1
ACC02930,73284.06,202814.4,16,27,16,27,4580.25,7511.64,17048.75,58557.0,1.0238,27,16,0.008602,0.00028612,1,990,1
ACC02931,66974.75,116180.07,12,17,12,17,5581.23,6834.12,31120.57,30372.27,1.0,17,12,0.005801,0.00023381,0,498,0
ACC02932,67162.31,49878.72,12,16,12,16,5596.86,3117.42,21596.33,7943.74,1.0,16,12,0.005601,0.0001188,0,500,0
ACC02933,90173.47,124696.67,16,23,16,23,5635.84,5421.59,28428.75,27309.39,1.0541,23,16,0.007802,0.00029081,1,498,0
ACC02934,745954.89,74799.3,34,12,34,12,21939.85,6233.28,76999.0,24672.23,1.4839,12,34,0.009202,0.00018079,1,500,1
ACC02935,45179.52,87346.37,10,16,10,16,4517.95,5459.15,13521.93,20134.3,1.0,16,10,0.005201,0.00027735,0,920,0
ACC02936,68137.63,68408.4,11,13,11,13,6194.33,5262.18,14707.15,19654.1,1.0,13,11,0.004801,0.00014338,1,920,0
ACC02937,79142.18,134154.15,9,22,9,22,8793.58,6097.92,29777.78,36325.0,1.1071,22,9,0.006201,0.00025584,0,675,0
ACC02938,129740.17,136989.69,11,13,11,13,11794.56,10537.67,79733.78,81361.0,1.1429,13,11,0.004801,0.00035903,1,498,1
ACC02939,715062.27,100907.79,28,19,28,19,25537.94,5310.94,79913.0,18630.53,1.3429,19,28,0.009402,0.00026544,1,498,1
ACC02940,68375.41,70480.65,13,19,13,19,5259.65,3709.51,23581.69,15572.7,1.0323,19,13,0.006401,0.00013865,0,990,0
ACC02941,46792.83,77031.02,13,18,13,18,3599.45,4279.5,6461.05,17543.46,1.0333,18,13,0.006201,0.00022005,1,664,0
ACC02942,175587.44,58516.08,19,16,19,16,9241.44,3657.26,87033.0,8594.96,1.0294,16,19,0.007001,0.00012244,1,498,1
ACC02943,52628.33,57914.21,12,16,12,16,4385.69,3619.64,17261.12,12399.16,1.037,16,12,0.005601,0.00014546,1,498,0
ACC02944,79389.64,89196.37,17,20,17,20,4669.98,4459.82,12865.55,22139.29,1.0278,20,17,0.007401,0.00018842,1,675,0
ACC02945,174537.56,91553.67,22,18,22,18,7933.53,5086.31,78471.62,16193.2,1.1111,18,22,0.008002,0.00020106,1,920,0
ACC02946,97473.7,55606.37,18,13,18,13,5415.21,4277.41,34887.09,13188.8,1.0,13,18,0.006201,0.00018402,1,990,0
ACC02947,28478.77,55046.63,9,10,9,10,3164.31,5504.66,10695.93,13037.39,1.1176,10,9,0.003801,0.00011752,0,664,0
ACC02948,76514.17,70555.88,11,13,11,13,6955.83,5427.38,42103.42,22781.36,1.0435,13,11,0.004801,0.00017661,0,990,0
ACC02949,121728.31,72941.34,25,12,25,12,4869.13,6078.44,20504.48,16384.68,1.0571,12,25,0.007401,0.00015849,0,500,0
ACC02950,62838.81,67806.16,15,14,15,13,4189.25,4843.3,22498.27,21013.44,1.0741,13,15,0.005601,0.00018058,1,498,0
ACC02951,112534.48,149050.16,18,24,18,24,6251.92,6210.42,38764.0,28437.04,1.1053,24,18,0.008402,0.0001952,0,500,1
ACC02952,63809.35,114590.76,15,20,15,20,4253.96,5729.54,21922.9,29076.6,1.0294,20,15,0.007001,0.00023657,0,498,0
ACC02953,137947.68,46199.85,22,13,22,13,6270.35,3553.83,20076.28,9767.82,1.0938,13,22,0.007001,0.0001141,0,664,0
ACC02954,125065.13,37904.32,21,8,21,8,5955.48,4738.04,33621.0,21931.24,1.0357,8,21,0.005801,0.00013485,0,990,1
ACC02955,115304.24,84388.81,20,18,20,18,5765.21,4688.27,19274.95,18393.85,1.0556,18,20,0.007602,0.00018165,1,664,0
ACC02956,63738.21,51287.25,16,13,16,13,3983.64,3945.17,8370.43,11812.74,1.16,13,16,0.005801,0.00013442,0,990,0
ACC02957,39343.76,74675.66,14,9,14,9,2810.27,8297.3,7739.12,54440.0,1.15,9,14,0.004601,8.98e-05,0,664,1
ACC02958,36502.28,63819.46,12,15,12,15,3041.86,4254.63,8353.28,11189.85,1.0385,15,12,0.005401,0.00016879,1,498,0
ACC02959,41113.37,37570.29,9,13,9,13,4568.15,2890.02,9521.5,6489.66,1.0,13,9,0.004401,0.00022831,1,990,0
ACC02960,143843.85,129872.07,12,20,12,20,11986.99,6493.6,74149.0,37518.92,1.0667,20,12,0.006401,0.00021526,1,920,1
ACC02961,40496.1,81193.65,11,13,11,13,3681.46,6245.67,16646.99,23050.43,1.0,13,11,0.004801,0.00016692,1,990,0
ACC02962,139166.17,129443.98,25,15,25,15,5566.65,8629.6,18632.13,56850.0,1.0526,15,25,0.008002,0.00018076,1,990,1
ACC02963,22664.59,53067.89,10,15,10,15,2266.46,3537.86,5480.68,20736.46,1.0417,15,10,0.005001,9.856e-05,0,498,0
ACC02964,54069.87,86633.42,15,17,15,17,3604.66,5096.08,21539.07,12757.3,1.1852,17,15,0.006401,0.00017296,1,920,0
ACC02965,172509.83,33796.44,18,11,18,11,9583.88,3072.4,40978.1,9809.3,1.0357,11,18,0.005801,7.975e-05,1,990,0
ACC02966,137878.66,117444.87,22,21,22,21,6267.21,5592.61,23225.63,28221.93,1.0488,21,22,0.008602,0.0002017,1,920,0
ACC02967,63846.53,86805.83,18,14,18,14,3547.03,6200.42,7045.08,17044.76,1.0667,14,18,0.006401,0.00016653,0,664,0
ACC02968,57954.95,68605.52,12,16,12,16,4829.58,4287.85,14629.51,14877.1,1.0,16,12,0.005601,0.00014435,1,500,0
ACC02969,101525.37,83335.56,19,19,19,19,5343.44,4386.08,31301.0,30048.96,1.027,19,19,0.007602,0.00019317,1,675,1
ACC02970,93210.36,74485.55,19,15,19,15,4905.81,4965.7,13332.8,12930.91,1.0303,15,19,0.006801,0.00018772,1,500,0
ACC02971,53195.51,31692.06,16,10,16,10,3324.72,3169.21,7388.84,7969.85,1.0,10,16,0.005201,8.439e-05,0,990,0
ACC02972,59011.9,41585.04,16,12,16,12,3688.24,3465.42,9927.47,9838.39,1.0,12,16,0.005601,9.433e-05,0,920,0
ACC02973,67329.92,99811.66,14,18,14,18,4809.28,5545.09,18459.47,26584.33,1.1034,18,14,0.006401,0.00018312,1,990,0
ACC02974,57400.53,30368.49,10,12,10,12,5740.05,2530.71,17886.51,7677.16,1.0476,12,10,0.004401,0.00011252,0,675,0
ACC02975,59568.9,35265.04,19,7,19,7,3135.21,5037.86,11211.59,19957.99,1.0833,7,19,0.005201,7.633e-05,0,920,0
ACC02976,31194.64,118805.34,7,20,7,20,4456.38,5940.27,15204.07,18307.46,1.0385,20,7,0.005401,0.00024888,1,990,0
ACC02977,117053.46,104807.35,17,20,17,19,6885.5,5240.37,67641.0,16720.41,1.0571,19,17,0.007201,0.00020868,0,498,1
ACC02978,163527.15,107809.17,22,18,22,18,7433.05,5989.4,43992.0,42232.32,1.0526,18,22,0.008002,0.00019161,1,255,1
ACC02979,178050.38,8739.52,19,5,19,5,9371.07,1747.9,66152.0,3229.79,1.0,5,19,0.004801,4.081e-05,0,675,1
ACC02980,22011.17,95290.28,14,21,14,21,1572.23,4537.63,4223.82,18737.0,1.0606,21,14,0.007001,0.00020586,1,664,0
ACC02981,58126.41,251522.61,13,20,13,20,4471.26,12576.13,20863.22,77765.0,1.0312,20,13,0.006601,0.00027841,1,255,1
ACC02982,143523.91,53474.31,19,14,19,14,7553.89,3819.59,29636.47,18032.94,1.0312,14,19,0.006601,0.00024357,1,498,0
ACC02983,562971.64,108458.9,32,17,32,17,17592.86,6379.94,78005.0,32093.51,1.3243,17,32,0.009802,0.0002457,1,500,1
ACC02984,83158.1,82244.07,17,13,17,13,4891.65,6326.47,18006.36,23700.63,1.0714,13,17,0.006001,0.00021806,0,990,0
ACC02985,133729.81,120414.56,24,18,24,18,5572.08,6689.7,41511.67,25764.54,1.1053,18,24,0.008402,0.00024258,0,664,0
ACC02986,42102.61,132827.69,10,22,10,22,4210.26,6037.62,11974.92,23925.8,1.0323,22,10,0.006401,0.00029121,1,990,0
ACC02987,64362.6,93830.04,14,12,14,12,4597.33,7819.17,33646.08,34347.04,1.0833,12,14,0.005201,0.00015062,1,990,1
ACC02988,50354.91,78979.75,9,17,9,17,5594.99,4645.87,25162.9,18168.57,1.04,17,9,0.005201,0.00016665,0,498,0
ACC02989,95518.01,46323.69,18,12,18,12,5306.56,3860.31,12291.48,8805.62,1.0345,12,18,0.006001,0.00010003,0,498,0
ACC02990,65075.5,88412.03,14,20,14,19,4648.25,4420.6,15220.07,31548.39,1.0303,19,14,0.006601,0.00017551,0,920,0
ACC02991,60241.28,116966.95,12,18,12,18,5020.11,6498.16,12121.84,20817.85,1.1111,18,12,0.006001,0.0002722,1,255,0
ACC02992,93110.54,67080.26,17,16,17,16,5477.09,4192.52,30878.88,10145.51,1.0312,16,17,0.006601,0.00019926,0,664,0
ACC02993,55494.34,163054.57,14,17,14,17,3963.88,9591.45,21822.02,30334.69,1.0333,17,14,0.006201,0.00030866,1,920,0
ACC02994,54885.36,6153.59,17,4,17,4,3228.55,1538.4,11615.73,2052.43,1.05,4,17,0.004201,4.919e-05,0,498,0
ACC02995,89180.71,103222.02,16,23,16,23,5573.79,4487.91,14400.26,13574.46,1.0833,23,16,0.007802,0.00023476,0,498,0
ACC02996,71549.62,19016.0,18,13,18,13,3974.98,1462.77,15858.56,4367.39,1.069,13,18,0.006201,5.362e-05,0,498,0
ACC02997,62936.03,92430.79,15,20,15,20,4195.74,4621.54,10320.28,17749.79,1.0606,20,15,0.007001,0.00016778,0,920,0
ACC02998,107076.98,34554.78,21,14,21,14,5098.9,2468.2,21208.43,10025.96,1.0,14,21,0.007001,8.136e-05,1,498,0
ACC02999,78935.39,64449.83,19,15,19,15,4154.49,4296.66,16148.93,15720.27,1.0303,15,19,0.006801,0.0001324,1,920,0
ACC03000,72927.39,37690.13,13,13,13,13,5609.8,2899.24,33704.09,12856.48,1.04,13,13,0.005201,0.00010146,1,920,0
ACC03001,74686.24,930896.77,16,27,16,19,4667.89,34477.66,15713.16,97264.0,1.2647,19,16,0.007001,0.00029299,0,920,1
ACC03002,41571.42,82293.65,11,14,11,14,3779.22,5878.12,8410.04,30955.32,1.0417,14,11,0.005001,0.00016044,0,675,0
ACC03003,61167.96,56348.42,19,13,19,13,3219.37,4334.49,10748.48,22499.28,1.1034,13,19,0.006401,0.00014506,0,664,0
ACC03004,141934.08,113242.54,18,24,18,24,7885.23,4718.44,56683.94,18144.0,1.0769,24,18,0.008402,0.00019785,1,664,1
ACC03005,112632.66,78242.94,19,19,19,19,5928.03,4118.05,23187.03,14477.12,1.0857,19,19,0.007602,0.00021659,1,920,1
ACC03006,107132.84,51665.69,19,14,19,14,5638.57,3690.41,32542.25,10285.54,1.0645,14,19,0.006601,0.00013751,1,498,0
ACC03007,94728.44,27975.01,17,10,17,10,5572.26,2797.5,18622.3,8440.13,1.0,10,17,0.005401,7.576e-05,1,664,0
ACC03008,13331.69,794098.88,7,22,7,15,1904.53,36095.4,4625.79,98892.0,1.381,15,7,0.004401,0.00034575,0,920,1
ACC03009,47640.52,137706.3,9,10,9,10,5293.39,13770.63,12980.07,46295.34,1.1176,10,9,0.003801,0.00017817,1,498,1
ACC03010,13475.68,130486.55,7,19,7,19,1925.1,6867.71,8301.26,28826.32,1.0,19,7,0.005201,0.00022486,0,500,0
ACC03011,49734.79,168051.64,15,18,15,18,3315.65,9336.2,9766.07,65795.0,1.1,18,15,0.006601,0.00024474,0,990,1
ACC03012,75347.05,97667.28,20,17,20,17,3767.35,5745.13,11086.39,20596.0,1.0278,17,20,0.007401,0.00018011,1,990,0
ACC03013,92329.18,45913.48,20,9,20,9,4616.46,5101.5,15593.89,15466.54,1.0741,9,20,0.005801,0.00012801,1,498,0
ACC03014,47306.02,67363.13,15,16,15,16,3153.73,4210.2,16515.26,13882.65,1.0333,16,15,0.006201,0.00012851,0,920,0
ACC03015,44065.46,113784.88,13,13,13,13,3389.65,8752.68,14947.68,43816.89,1.04,13,13,0.005201,0.0002058,0,990,0
ACC03016,141634.26,180017.09,20,19,20,19,7081.71,9474.58,37858.56,39552.5,1.0833,19,20,0.007802,0.0002583,1,675,1
ACC03017,85111.92,98775.34,17,17,17,17,5006.58,5810.31,41158.0,24330.13,1.0,17,17,0.006801,0.0001977,0,500,1
ACC03018,55119.18,139021.35,12,22,12,22,4593.27,6319.15,11604.38,56683.94,1.1333,22,12,0.006801,0.00028568,0,675,0
ACC03019,25806.41,84739.59,7,19,7,19,3686.63,4459.98,9408.96,11879.68,1.0,19,7,0.005201,0.00019583,1,664,0
ACC03020,47129.54,135195.12,13,18,13,18,3625.35,7510.84,7292.83,76400.0,1.0333,18,13,0.006201,0.0002025,0,255,1
ACC03021,85953.4,105354.33,23,21,23,21,3737.1,5016.87,10276.9,22738.48,1.0732,21,23,0.008802,0.0002474,1,498,0
ACC03022,227468.0,130879.78,21,11,21,11,10831.81,11898.16,73049.0,57180.0,1.0,11,21,0.006401,0.00022807,1,664,1
ACC03023,102841.19,51687.37,20,14,20,14,5142.06,3691.95,17920.3,15720.3,1.0625,14,20,0.006801,0.00025272,1,675,0
ACC03024,93556.95,109002.71,18,23,18,23,5197.61,4739.25,16813.45,16091.19,1.025,23,18,0.008202,0.0002666,0,920,0
ACC03025,72817.23,116922.19,18,18,18,18,4045.4,6495.68,10277.01,28469.15,1.125,18,18,0.007201,0.00020986,1,500,0
ACC03026,85724.23,64103.9,15,10,15,10,5714.95,6410.39,29022.46,20074.18,1.0417,10,15,0.005001,0.00013944,1,675,0
ACC03027,77376.63,78025.92,13,16,13,16,5952.05,4876.62,26509.98,23808.02,1.0357,16,13,0.005801,0.00015211,1,675,0
ACC03028,44572.08,100638.96,16,17,16,17,2785.75,5919.94,8222.81,26687.05,1.0,17,16,0.006601,0.00019167,1,500,0
ACC03029,113096.48,73721.49,24,23,24,23,4712.35,3205.28,18167.31,8498.57,1.0217,23,24,0.009402,0.00018264,1,990,0
ACC03030,127364.7,43534.34,17,12,17,12,7492.04,3627.86,70127.72,11388.48,1.0741,12,17,0.005801,0.00010886,1,664,0
ACC03031,150373.8,27751.22,21,8,20,8,7160.66,3468.9,37105.65,7127.41,1.0,8,20,0.005601,0.00012388,0,664,0
ACC03032,90541.45,28378.13,20,12,20,12,4527.07,2364.84,16874.25,9555.65,1.1034,12,20,0.006401,7.357e-05,1,498,0
ACC03033,121757.5,69521.08,19,8,19,8,6408.29,8690.14,34347.04,35048.0,1.0385,8,19,0.005401,0.00018157,1,498,1
ACC03034,70707.21,48751.38,14,14,14,14,5050.51,3482.24,13170.46,8393.81,1.12,14,14,0.005601,0.00013423,1,920,0
ACC03035,157204.72,465394.21,18,18,18,18,8733.6,25855.23,71853.12,91561.0,1.1613,18,18,0.007201,0.000702,1,990,1
ACC03036,89456.1,103928.04,21,14,21,14,4259.81,7423.43,28115.47,47959.5,1.0938,14,21,0.007001,0.00020747,0,498,0
ACC03037,39213.72,141671.46,13,20,13,20,3016.44,7083.57,5373.86,30536.91,1.1,20,13,0.006601,0.00023353,1,990,0
ACC03038,1261929.86,62869.5,26,7,15,7,48535.76,8981.36,97485.0,20468.26,1.5,7,15,0.004401,0.00013325,0,990,1
ACC03039,141320.32,122242.92,23,17,23,17,6144.36,7190.76,32036.2,32690.0,1.1111,17,23,0.008002,0.00021546,1,920,1
ACC03040,74348.25,116990.9,20,14,20,14,3717.41,8356.49,16819.25,34706.2,1.0625,14,20,0.006801,0.00020258,1,990,0
ACC03041,63977.33,77905.21,17,12,17,12,3763.37,6492.1,8854.0,21455.44,1.0741,12,17,0.005801,0.0003042,0,990,0
ACC03042,141965.49,188632.3,16,17,16,17,8872.84,11096.02,95000.0,78005.0,1.0312,17,16,0.006601,0.0002051,1,990,1
ACC03043,45535.12,72619.38,13,19,13,19,3502.7,3822.07,13006.33,11347.34,1.1034,19,13,0.006401,0.00017817,1,664,0
ACC03044,151363.74,77560.04,16,14,16,14,9460.23,5540.0,31629.51,20119.0,1.0345,14,16,0.006001,0.00014835,0,498,1
ACC03045,233928.64,52732.13,23,17,23,17,10170.81,3101.89,73939.0,7298.62,1.0526,17,23,0.008002,0.00013218,1,498,1
ACC03046,75333.41,66575.62,11,9,11,9,6848.49,7397.29,30267.25,19040.36,1.0526,9,11,0.004001,0.00013872,0,498,0
ACC03047,80633.24,163987.17,17,18,17,18,4743.13,9110.4,24613.69,67509.0,1.0606,18,17,0.007001,0.00027369,1,990,1
ACC03048,39191.82,97762.2,10,15,10,15,3919.18,6517.48,13727.17,24485.99,1.0,15,10,0.005001,0.00021988,0,664,0
ACC03049,54957.55,168491.53,7,16,7,16,7851.08,10530.72,21959.74,66006.0,1.0,16,7,0.004601,0.00020168,0,500,1
ACC03050,89457.58,129878.05,18,16,18,16,4969.87,8117.38,27666.33,32149.57,1.0303,16,18,0.006801,0.00024341,0,500,0
ACC03051,108378.34,78987.43,16,19,16,19,6773.65,4157.23,25932.56,17650.27,1.0294,19,16,0.007001,0.0001295,1,500,0
ACC03052,44596.25,21105.96,13,7,13,7,3430.48,3015.14,10397.17,6213.51,1.0526,7,13,0.004001,6.202e-05,0,990,0
ACC03053,51390.01,82489.0,12,17,12,17,4282.5,4852.29,19204.42,12521.27,1.0357,17,12,0.005801,0.00017304,1,664,0
ACC03054,86280.66,56658.99,14,13,14,13,6162.9,4358.38,15596.12,12236.99,1.125,13,14,0.005401,0.00012996,0,675,0
ACC03055,90338.9,94384.29,18,20,18,20,5018.83,4719.21,24779.58,11176.97,1.027,20,18,0.007602,0.00027191,1,920,0
ACC03056,126517.9,82383.54,9,10,9,10,14057.54,8238.35,82097.0,56160.37,1.0,10,9,0.003801,0.00011473,1,990,1
ACC03057,118053.31,85785.12,21,17,21,17,5621.59,5046.18,29698.9,30305.0,1.0857,17,21,0.007602,0.00017631,1,664,1
ACC03058,56158.49,143399.09,14,20,14,20,4011.32,7169.95,10065.67,41727.0,1.0303,20,14,0.006801,0.00023764,1,498,1
ACC03059,642411.66,112159.72,25,17,25,17,25696.47,6597.63,77360.0,53191.0,1.4,17,25,0.008402,0.00015171,1,675,1
ACC03060,67342.03,51028.33,17,15,17,15,3961.3,3401.89,13830.83,11913.62,1.0667,15,17,0.006401,0.0001259,0,990,0
ACC03061,101319.18,63887.35,19,13,19,13,5332.59,4914.41,23244.38,17235.38,1.0667,13,19,0.006401,0.00014417,1,920,0
ACC03062,147951.1,42799.28,21,12,21,12,7045.29,3566.61,72334.0,16140.6,1.0,12,21,0.006601,9.971e-05,0,990,1
ACC03063,104396.25,91598.64,12,20,12,20,8699.69,4579.93,24156.27,18596.78,1.0323,20,12,0.006401,0.00021858,1,498,0
ACC03064,183424.63,62365.19,18,13,18,13,10190.26,4797.32,89533.0,14780.72,1.069,13,18,0.006201,0.00018276,0,920,1
ACC03065,107823.73,115975.49,19,20,19,20,5674.93,5798.77,26287.22,17016.43,1.0541,20,19,0.007802,0.00020863,1,920,0
ACC03066,175499.68,110079.61,18,11,18,11,9749.98,10007.24,80592.0,77368.32,1.16,11,18,0.005801,0.00026654,1,990,1
ACC03067,90766.98,118051.65,14,17,14,17,6483.36,6944.21,44846.0,44199.0,1.0333,17,14,0.006201,0.00012953,1,498,1
ACC03068,202476.93,80226.88,20,13,20,13,10123.85,6171.3,71552.0,26609.96,1.0,13,20,0.006601,0.0001389,0,990,1
ACC03069,56691.61,37125.9,15,12,15,12,3779.44,3093.83,12803.37,5744.05,1.0,12,15,0.005401,9.984e-05,0,664,0
ACC03070,57371.88,83240.58,16,20,16,20,3585.74,4162.03,14957.55,14303.1,1.125,20,16,0.007201,0.0002677,0,675,0
ACC03071,43883.65,67134.65,12,11,12,11,3656.97,6103.15,7979.7,16412.13,1.0,11,12,0.004601,0.00014582,0,920,0
ACC03072,31247.86,70176.64,10,14,10,14,3124.79,5012.62,7514.33,21475.16,1.0,14,10,0.004801,0.00017672,0,498,0
ACC03073,102945.6,53646.96,13,5,13,5,7918.89,10729.39,48335.03,34950.8,1.0588,5,13,0.003601,0.0001708,0,990,0
ACC03074,103086.48,41081.02,17,10,17,10,6063.91,4108.1,29336.0,11988.71,1.08,10,17,0.005401,0.00010202,0,500,1
ACC03075,51912.61,94617.71,15,21,15,21,3460.84,4505.61,8016.62,16438.49,1.0909,21,15,0.007201,0.00033412,1,255,0
ACC03076,68795.31,70940.21,23,12,23,12,2991.1,5911.68,15904.11,26351.44,1.0,12,23,0.007001,0.00014628,1,664,0
ACC03077,92445.58,38038.96,14,12,14,12,6603.26,3169.91,24438.4,13685.8,1.0,12,14,0.005201,0.00010658,1,664,0
ACC03078,43235.29,123046.07,14,17,14,17,3088.24,7238.0,9253.19,26482.27,1.069,17,14,0.006201,0.00022138,0,500,0
ACC03079,68549.89,59309.01,16,14,16,14,4284.37,4236.36,10453.12,16162.56,1.0,14,16,0.006001,0.00019842,1,500,0
ACC03080,100457.29,54661.66,13,17,13,17,7727.48,3215.39,40202.45,12138.38,1.0,17,13,0.006001,0.0001088,0,255,0
ACC03081,70230.1,76366.81,21,19,21,19,3344.29,4019.31,11539.44,18086.94,1.0256,19,21,0.008002,0.00018659,1,664,0
ACC03082,74506.34,80784.89,22,18,22,18,3386.65,4488.05,8823.93,10064.04,1.0,18,22,0.008002,0.00020451,1,498,0
ACC03083,64006.52,654320.85,15,24,15,19,4267.1,27263.37,9413.88,96551.0,1.2188,19,15,0.006801,0.00036023,0,920,1
ACC03084,44758.32,63148.32,16,9,16,9,2797.39,7016.48,6658.86,34192.19,1.0,9,16,0.005001,0.00017705,0,664,0
ACC03085,85603.49,786494.72,20,10,20,10,4280.17,78649.47,16782.03,698681.3,1.0345,10,20,0.006001,0.00093002,0,498,1
ACC03086,161257.28,123776.01,18,14,17,14,8958.74,8841.14,75369.0,40588.79,1.0323,14,17,0.006201,0.00022105,0,255,1
ACC03087,53310.81,65482.05,18,13,18,13,2961.71,5037.08,12351.14,9401.62,1.0333,13,18,0.006201,0.00016093,0,675,0
ACC03088,83839.15,470834.2,12,24,12,24,6986.6,19618.09,17578.27,92397.0,1.0588,24,12,0.007201,0.00051428,1,990,1
ACC03089,107172.03,92150.51,14,13,14,13,7655.14,7088.5,35362.56,36099.28,1.08,13,14,0.005401,0.00020255,1,990,1
ACC03090,69552.76,155382.81,18,13,18,13,3864.04,11952.52,20895.82,48543.37,1.0,13,18,0.006201,0.00029998,0,990,0
ACC03091,39095.0,134006.63,10,20,10,20,3909.5,6700.33,17016.22,36766.96,1.0,20,10,0.006001,0.00022249,0,498,0
ACC03092,100999.56,98075.88,20,14,20,14,5049.98,7005.42,39652.49,45580.0,1.0968,14,20,0.006801,0.00013958,0,498,1
ACC03093,82080.41,88487.31,15,19,15,19,5472.03,4657.23,38364.0,13506.55,1.0,19,15,0.006801,0.00033228,1,990,1
ACC03094,49697.36,71049.68,14,18,14,18,3549.81,3947.2,14084.09,15909.92,1.0323,18,14,0.006401,0.0001839,1,498,0
ACC03095,50898.81,48887.02,12,13,12,13,4241.57,3760.54,13596.7,8406.98,1.0,13,12,0.005001,0.00011493,1,498,0
ACC03096,100901.13,99128.21,17,13,17,13,5935.36,7625.25,31559.01,58998.01,1.0,13,17,0.006001,0.00018586,0,664,1
